pageid	qid
1078289	Q1713
75538	Q1714
725045	Q1715
155671	Q1716
50641	Q1717
242879	Q1718
881423	Q1719
41338	Q1720
52528	Q1721
40710	Q1722
908671	Q1723
744536	Q1724
53440	Q1725
19821	Q1726
64466	Q1727
14445	Q1728
854548	Q1729
52498	Q1730
226422	Q1731
242465	Q1732
1044793	Q1733
890708	Q1734
1057818	Q1735
108330	Q1736
734724	Q1737
645416	Q1738
52537	Q1739
63853	Q1740
125165	Q1741
744957	Q1742
65518	Q1743
65893	Q1744
366495	Q1745
34269	Q1746
40708	Q1747
65551	Q1748
34088	Q1749
65511	Q1750
75897	Q1751
54527	Q1752
368431	Q1753
1097909	Q1754
111160	Q1755
33046	Q1756
65512	Q1757
744828	Q1758
993987	Q1759
41884	Q1760
1097917	Q1761
50486	Q1762
41131	Q1763
64547	Q1764
40786	Q1765
52602	Q1766
292550	Q1767
64764	Q1768
1131961	Q1769
44156	Q1770
41173	Q1771
50635	Q1772
73238	Q1773
46455	Q1774
40468	Q1775
65855	Q1776
35531	Q1777
45953	Q1778
328001	Q1779
741415	Q1780
50223	Q1781
263067	Q1782
64228	Q1783
49321	Q1784
226423	Q1785
103322	Q1786
945403	Q1787
62848	Q1788
368318	Q1789
290761	Q1790
142841	Q1791
144098	Q1792
144136	Q1793
290535	Q1794
337868	Q1795
290758	Q1796
1084016	Q1797
344370	Q1798
162874	Q1799
67846	Q1800
670478	Q1801
744603	Q1802
34476	Q1803
746934	Q1804
675676	Q1805
740511	Q1806
740508	Q1807
340058	Q1808
366959	Q1809
740510	Q1810
740512	Q1811
740509	Q1812
226882	Q1813
49358	Q1814
230806	Q1815
226883	Q1816
1020676	Q1817
944389	Q1818
944374	Q1819
944377	Q1820
1222158	Q1821
1032508	Q1822
1215873	Q1823
1176700	Q1824
221628	Q1825
239661	Q1826
512205	Q1827
334404	Q1828
143858	Q1829
970613	Q1830
512208	Q1831
1110662	Q1832
876866	Q1833
1103570	Q1834
1042568	Q1835
1046577	Q1836
1213903	Q1837
1086734	Q1838
1032513	Q1839
1181314	Q1840
1034350	Q1841
1097950	Q1842
1123104	Q1843
1205432	Q1844
944379	Q1845
944383	Q1846
944396	Q1847
944375	Q1848
944391	Q1849
944381	Q1850
648115	Q1851
49574	Q1852
892690	Q1853
1012709	Q1854
1276521	Q1855
892693	Q1856
576651	Q1857
576647	Q1858
589868	Q1859
847155	Q1860
576646	Q1861
576649	Q1862
576648	Q1863
1032663	Q1864
576655	Q1865
657345	Q1866
1253205	Q1867
127703	Q1868
654099	Q1869
120565	Q1870
140084	Q1871
1249152	Q1872
843337	Q1873
589865	Q1874
542032	Q1875
85607	Q1876
125581	Q1877
125744	Q1878
117790	Q1879
125596	Q1880
585571	Q1881
618738	Q1882
618736	Q1883
618740	Q1884
618741	Q1885
618731	Q1886
733887	Q1887
585457	Q1888
669208	Q1889
585456	Q1890
585455	Q1891
585454	Q1892
1034262	Q1893
654135	Q1894
933162	Q1895
1168031	Q1896
103240	Q1897
1031650	Q1898
79786	Q1899
890417	Q1900
884427	Q1901
939586	Q1902
80866	Q1903
241979	Q1904
1051783	Q1905
1051815	Q1906
1051774	Q1907
589862	Q1908
589860	Q1909
589861	Q1910
589867	Q1911
378054	Q1912
164201	Q1913
659881	Q1914
164206	Q1915
140425	Q1916
433830	Q1917
144016	Q1918
546995	Q1919
546996	Q1920
481921	Q1921
1262237	Q1922
870640	Q1923
570782	Q1924
481919	Q1925
482208	Q1926
892692	Q1927
428409	Q1928
482883	Q1929
482882	Q1930
482880	Q1931
1255312	Q1932
1237617	Q1933
1238694	Q1934
621513	Q1935
898496	Q1936
622760	Q1937
367684	Q1938
1237616	Q1939
388244	Q1940
589739	Q1941
1077990	Q1942
969226	Q1943
1266327	Q1944
588857	Q1945
589872	Q1946
589792	Q1947
598570	Q1948
342127	Q1949
1175293	Q1950
727941	Q1951
718684	Q1952
870662	Q1953
292311	Q1954
292310	Q1955
292319	Q1956
967610	Q1957
292588	Q1958
686538	Q1959
677170	Q1960
677162	Q1961
1177114	Q1962
149654	Q1963
1082822	Q1964
149626	Q1965
1194431	Q1966
149630	Q1967
149647	Q1968
149658	Q1969
149581	Q1970
149651	Q1971
149750	Q1972
161455	Q1973
149617	Q1974
86832	Q1975
891010	Q1976
109783	Q1977
79674	Q1978
752476	Q1979
616913	Q1980
79673	Q1981
751057	Q1982
744150	Q1983
616924	Q1984
1139848	Q1985
1177326	Q1986
939074	Q1987
870659	Q1988
292313	Q1989
292308	Q1990
967605	Q1991
668599	Q1992
729151	Q1993
589863	Q1994
732047	Q1995
292296	Q1996
679225	Q1997
292317	Q1998
721173	Q1999
1212879	Q2000
587038	Q2001
1089838	Q2002
1171242	Q2003
1171247	Q2004
938787	Q2005
1171250	Q2006
1171236	Q2007
751006	Q2008
1088242	Q2009
1171237	Q2010
269516	Q2011
1226334	Q2012
102208	Q2013
384407	Q2014
150696	Q2015
1074065	Q2016
1034851	Q2017
855730	Q2018
655443	Q2019
974421	Q2020
589874	Q2021
651967	Q2022
597319	Q2023
618837	Q2024
589853	Q2025
651965	Q2026
593378	Q2027
589734	Q2028
238349	Q2029
591322	Q2030
295477	Q2031
1012480	Q2032
142253	Q2033
302454	Q2034
1274078	Q2035
142254	Q2036
898135	Q2037
586823	Q2038
142255	Q2039
647527	Q2040
595949	Q2041
1089057	Q2042
573522	Q2043
301088	Q2044
585447	Q2045
983216	Q2046
301309	Q2047
1031444	Q2048
1086645	Q2049
301339	Q2050
301335	Q2051
301314	Q2052
301313	Q2053
301328	Q2054
301323	Q2055
301317	Q2056
644291	Q2057
644292	Q2058
157026	Q2059
165310	Q2060
5974	Q2061
201624	Q2062
117890	Q2063
677194	Q2064
848993	Q2065
870669	Q2066
744572	Q2067
585484	Q2068
1254307	Q2069
967604	Q2070
967609	Q2071
967607	Q2072
967603	Q2073
967608	Q2074
939348	Q2075
654212	Q2076
654196	Q2077
737500	Q2078
1087683	Q2079
744592	Q2080
292295	Q2081
482242	Q2082
482241	Q2083
482245	Q2084
292315	Q2085
721331	Q2086
1216443	Q2087
292318	Q2088
668600	Q2089
612366	Q2090
1186978	Q2091
729150	Q2092
292818	Q2093
292817	Q2094
336318	Q2095
292819	Q2096
292815	Q2097
292820	Q2098
292816	Q2099
729149	Q2100
1209743	Q2101
679224	Q2102
679257	Q2103
728069	Q2104
715925	Q2105
363337	Q2106
1255745	Q2107
1261654	Q2108
1262492	Q2109
686600	Q2110
859619	Q2111
674504	Q2112
669068	Q2113
685645	Q2114
702398	Q2115
682169	Q2116
674310	Q2117
686963	Q2118
654104	Q2119
718407	Q2120
1249926	Q2121
739397	Q2122
734717	Q2123
718403	Q2124
574168	Q2125
686809	Q2126
848150	Q2127
906349	Q2128
618952	Q2129
1051812	Q2130
1273658	Q2131
286090	Q2132
894427	Q2133
43323	Q2134
1238206	Q2135
229858	Q2136
747777	Q2137
149145	Q2138
521323	Q2139
149147	Q2140
156242	Q2141
142766	Q2142
1030326	Q2143
578728	Q2144
302145	Q2145
237452	Q2146
104305	Q2147
117753	Q2148
78596	Q2149
238753	Q2150
19192	Q2151
1013367	Q2152
1189110	Q2153
78648	Q2154
53495	Q2155
240033	Q2156
931107	Q2157
110870	Q2158
984771	Q2159
1185713	Q2160
237793	Q2161
63443	Q2162
896758	Q2163
753504	Q2164
18769	Q2165
729545	Q2166
10640	Q2167
43468	Q2168
1013895	Q2169
621566	Q2170
1204945	Q2171
165316	Q2172
1090452	Q2173
653498	Q2174
549417	Q2175
1229143	Q2176
596988	Q2177
573488	Q2178
373895	Q2179
61557	Q2180
144797	Q2181
341248	Q2182
337474	Q2183
643511	Q2184
615431	Q2185
615392	Q2186
643504	Q2187
643509	Q2188
374364	Q2189
598500	Q2190
242963	Q2191
581103	Q2192
1091286	Q2193
580953	Q2194
366608	Q2195
597987	Q2196
594640	Q2197
328248	Q2198
52379	Q2199
1073622	Q2200
740667	Q2201
580951	Q2202
740669	Q2203
1073624	Q2204
580955	Q2205
49353	Q2206
653473	Q2207
1255664	Q2208
576426	Q2209
143187	Q2210
649246	Q2211
1084489	Q2212
140912	Q2213
57950	Q2214
64816	Q2215
60140	Q2216
844542	Q2217
576424	Q2218
576423	Q2219
576425	Q2220
1083903	Q2221
60135	Q2222
43224	Q2223
848965	Q2224
602094	Q2225
723089	Q2226
902047	Q2227
161453	Q2228
645474	Q2229
591573	Q2230
1221032	Q2231
845158	Q2232
901200	Q2233
102300	Q2234
901650	Q2235
380810	Q2236
615046	Q2237
676195	Q2238
939161	Q2239
1052412	Q2240
1000664	Q2241
1244862	Q2242
675096	Q2243
849027	Q2244
65117	Q2245
1253990	Q2246
293577	Q2247
657362	Q2248
618946	Q2249
742587	Q2250
729180	Q2251
63857	Q2252
1132119	Q2253
82873	Q2254
293576	Q2255
1186395	Q2256
667094	Q2257
571911	Q2258
619039	Q2259
897116	Q2260
93910	Q2261
83771	Q2262
587826	Q2263
739838	Q2264
63915	Q2265
65218	Q2266
887550	Q2267
614085	Q2268
1250034	Q2269
1026167	Q2270
1026168	Q2271
1249079	Q2272
61929	Q2273
999867	Q2274
941252	Q2275
149656	Q2276
1049424	Q2277
293575	Q2278
293578	Q2279
970583	Q2280
336088	Q2281
144571	Q2282
237413	Q2283
588912	Q2284
908989	Q2285
656300	Q2286
690931	Q2287
933513	Q2288
934262	Q2289
519982	Q2290
699106	Q2291
730692	Q2292
1277546	Q2293
725501	Q2294
686261	Q2295
754187	Q2296
1197442	Q2297
1197450	Q2298
690932	Q2299
686759	Q2300
1049381	Q2301
720938	Q2302
52096	Q2303
637087	Q2304
336083	Q2305
115129	Q2306
62608	Q2307
664227	Q2308
686837	Q2309
585863	Q2310
702283	Q2311
740938	Q2312
932232	Q2313
1081052	Q2314
690933	Q2315
691648	Q2316
695311	Q2317
367990	Q2318
666655	Q2319
690935	Q2320
699774	Q2321
616411	Q2322
686726	Q2323
906307	Q2324
932236	Q2325
901229	Q2326
686768	Q2327
616407	Q2328
576639	Q2329
697978	Q2330
668868	Q2331
1183225	Q2332
686810	Q2333
738326	Q2334
690927	Q2335
723183	Q2336
932231	Q2337
998862	Q2338
695327	Q2339
728993	Q2340
999965	Q2341
999972	Q2342
728795	Q2343
999923	Q2344
999990	Q2345
728699	Q2346
686332	Q2347
1264395	Q2348
999933	Q2349
999966	Q2350
686329	Q2351
301949	Q2352
50311	Q2353
302102	Q2354
728696	Q2355
999936	Q2356
755932	Q2357
728759	Q2358
730699	Q2359
737108	Q2360
728576	Q2361
302281	Q2362
728575	Q2363
1266868	Q2364
728636	Q2365
520950	Q2366
999981	Q2367
1084837	Q2368
728638	Q2369
686306	Q2370
728800	Q2371
1049345	Q2372
720876	Q2373
144572	Q2374
375557	Q2375
329320	Q2376
143186	Q2377
374361	Q2378
1084400	Q2379
728637	Q2380
648892	Q2381
302404	Q2382
728181	Q2383
728634	Q2384
999927	Q2385
1106376	Q2386
999920	Q2387
999932	Q2388
595228	Q2389
728756	Q2390
728698	Q2391
999951	Q2392
728633	Q2393
999924	Q2394
1084825	Q2395
728758	Q2396
724140	Q2397
999918	Q2398
731380	Q2399
728646	Q2400
686831	Q2401
737185	Q2402
728796	Q2403
715763	Q2404
999985	Q2405
728803	Q2406
728574	Q2407
302142	Q2408
1247583	Q2409
728799	Q2410
1268181	Q2411
686765	Q2412
728798	Q2413
728639	Q2414
302434	Q2415
152689	Q2416
728771	Q2417
699121	Q2418
885144	Q2419
728794	Q2420
999959	Q2421
995168	Q2422
382558	Q2423
1268227	Q2424
686692	Q2425
728797	Q2426
851906	Q2427
728760	Q2428
754485	Q2429
728804	Q2430
302192	Q2431
999957	Q2432
906373	Q2433
728792	Q2434
727974	Q2435
302094	Q2436
728640	Q2437
973389	Q2438
728757	Q2439
687503	Q2440
728761	Q2441
754488	Q2442
618933	Q2443
725816	Q2444
699811	Q2445
645599	Q2446
594264	Q2447
906389	Q2448
699116	Q2449
1220189	Q2450
1049382	Q2451
727973	Q2452
729012	Q2453
648018	Q2454
729179	Q2455
1019629	Q2456
1025299	Q2457
384301	Q2458
751190	Q2459
939305	Q2460
751184	Q2461
751195	Q2462
751196	Q2463
751169	Q2464
1071371	Q2465
968400	Q2466
971756	Q2467
751187	Q2468
751192	Q2469
1236606	Q2470
751188	Q2471
939384	Q2472
1130014	Q2473
939381	Q2474
1214051	Q2475
939374	Q2476
1189181	Q2477
894409	Q2478
939380	Q2479
939385	Q2480
939382	Q2481
939377	Q2482
1037306	Q2483
1214052	Q2484
939373	Q2485
1180430	Q2486
939383	Q2487
939378	Q2488
939376	Q2489
1214050	Q2490
1105829	Q2491
939379	Q2492
909131	Q2493
376741	Q2494
755987	Q2495
743938	Q2496
138301	Q2497
855720	Q2498
471702	Q2499
469494	Q2500
124186	Q2501
1209986	Q2502
984609	Q2503
459552	Q2504
459551	Q2505
854670	Q2506
655613	Q2507
853308	Q2508
479761	Q2509
479759	Q2510
1055923	Q2511
886138	Q2512
1088743	Q2513
1088744	Q2514
887503	Q2515
886133	Q2516
886136	Q2517
893058	Q2518
865732	Q2519
646996	Q2520
1063868	Q2521
1104139	Q2522
610900	Q2523
897340	Q2524
248714	Q2525
23772	Q2526
110823	Q2527
479341	Q2528
51240	Q2529
1086907	Q2530
49380	Q2531
459485	Q2532
434919	Q2533
1264523	Q2534
166321	Q2535
1249084	Q2536
148695	Q2537
622531	Q2538
746333	Q2539
731278	Q2540
972532	Q2541
479413	Q2542
479412	Q2543
285985	Q2544
23147	Q2545
481925	Q2546
479371	Q2547
337753	Q2548
63637	Q2549
1192045	Q2550
711965	Q2551
479596	Q2552
573386	Q2553
459548	Q2554
969710	Q2555
1063866	Q2556
969701	Q2557
1185511	Q2558
730127	Q2559
730097	Q2560
987215	Q2561
80464	Q2562
730098	Q2563
156649	Q2564
1022167	Q2565
1180488	Q2566
1205281	Q2567
987077	Q2568
1101272	Q2569
166328	Q2570
621672	Q2571
1217466	Q2572
729387	Q2573
878617	Q2574
1088358	Q2575
1273401	Q2576
69196	Q2577
163402	Q2578
57389	Q2579
1211773	Q2580
57290	Q2581
1212455	Q2582
1210268	Q2583
102292	Q2584
162937	Q2585
230089	Q2586
615043	Q2587
969619	Q2588
969616	Q2589
366415	Q2590
1199276	Q2591
601826	Q2592
850142	Q2593
248710	Q2594
968008	Q2595
40532	Q2596
1087686	Q2597
746322	Q2598
590046	Q2599
1252404	Q2600
653439	Q2601
144672	Q2602
237816	Q2603
998879	Q2604
65165	Q2605
736553	Q2606
736548	Q2607
595355	Q2608
586320	Q2609
541968	Q2610
1012501	Q2611
645659	Q2612
586848	Q2613
651803	Q2614
651641	Q2615
1047622	Q2616
1102555	Q2617
720298	Q2618
895404	Q2619
596075	Q2620
374136	Q2621
17893	Q2622
1266095	Q2623
1257755	Q2624
21949	Q2625
540872	Q2626
589149	Q2627
1109784	Q2628
1109782	Q2629
954868	Q2630
421182	Q2631
1032702	Q2632
1180202	Q2633
1086737	Q2634
728144	Q2635
12085	Q2636
719115	Q2637
1096909	Q2638
616227	Q2639
596671	Q2640
894550	Q2641
894553	Q2642
162482	Q2643
745893	Q2644
117048	Q2645
1050687	Q2646
117446	Q2647
1008863	Q2648
1078807	Q2649
597064	Q2650
598053	Q2651
597074	Q2652
596846	Q2653
596847	Q2654
363161	Q2655
551566	Q2656
859532	Q2657
1258088	Q2658
551567	Q2659
1186402	Q2660
1104360	Q2661
1248792	Q2662
595344	Q2663
1012248	Q2664
841943	Q2665
1012243	Q2666
17835	Q2667
17850	Q2668
17896	Q2669
241650	Q2670
383496	Q2671
540677	Q2672
593386	Q2673
1028407	Q2674
164833	Q2675
103082	Q2676
592847	Q2677
135880	Q2678
595365	Q2679
515460	Q2680
651824	Q2681
328218	Q2682
1126899	Q2683
779534	Q2684
955211	Q2685
931855	Q2686
394517	Q2687
1255998	Q2688
1050690	Q2689
229584	Q2690
1097845	Q2691
854542	Q2692
166326	Q2693
241582	Q2694
1051810	Q2695
854535	Q2696
225430	Q2697
118794	Q2698
1050599	Q2699
1264522	Q2700
1069062	Q2701
854537	Q2702
118671	Q2703
297273	Q2704
117026	Q2705
117655	Q2706
1050596	Q2707
368320	Q2708
854544	Q2709
117033	Q2710
1082920	Q2711
625260	Q2712
992790	Q2713
1185719	Q2714
95275	Q2715
95276	Q2716
151101	Q2717
95278	Q2718
481728	Q2719
95279	Q2720
997190	Q2721
1222055	Q2722
1186874	Q2723
587035	Q2724
1027984	Q2725
1033989	Q2726
1033991	Q2727
95281	Q2728
842009	Q2729
1256840	Q2730
1215927	Q2731
842010	Q2732
1261575	Q2733
1261576	Q2734
480994	Q2735
119368	Q2736
95277	Q2737
95280	Q2738
373966	Q2739
897070	Q2740
1078722	Q2741
1010531	Q2742
1090177	Q2743
657519	Q2744
1023401	Q2745
669869	Q2746
669876	Q2747
669877	Q2748
669865	Q2749
669866	Q2750
666683	Q2751
669879	Q2752
669903	Q2753
669828	Q2754
120243	Q2755
589561	Q2756
35807	Q2757
242130	Q2758
1200074	Q2759
734155	Q2760
598727	Q2761
946777	Q2762
1091259	Q2763
164724	Q2764
548558	Q2765
845101	Q2766
1069758	Q2767
1091260	Q2768
548561	Q2769
845099	Q2770
226133	Q2771
1091251	Q2772
226132	Q2773
548555	Q2774
739963	Q2775
1091261	Q2776
226142	Q2777
548559	Q2778
1091319	Q2779
226145	Q2780
1091255	Q2781
482744	Q2782
60166	Q2783
548560	Q2784
1091320	Q2785
226144	Q2786
1112958	Q2787
238734	Q2788
238717	Q2789
238729	Q2790
238738	Q2791
1075238	Q2792
238721	Q2793
238725	Q2794
1112960	Q2795
100916	Q2796
674062	Q2797
674056	Q2798
335225	Q2799
335226	Q2800
335223	Q2801
1084392	Q2802
335224	Q2803
1091257	Q2804
733916	Q2805
1091254	Q2806
1091256	Q2807
1091258	Q2808
1233193	Q2809
1091315	Q2810
1091244	Q2811
738120	Q2812
742946	Q2813
716564	Q2814
716566	Q2815
716562	Q2816
716567	Q2817
901623	Q2818
718008	Q2819
1091245	Q2820
1263882	Q2821
1263881	Q2822
369115	Q2823
661569	Q2824
661567	Q2825
77700	Q2826
661571	Q2827
661534	Q2828
732512	Q2829
661566	Q2830
661572	Q2831
661570	Q2832
1102486	Q2833
302559	Q2834
735084	Q2835
730368	Q2836
730364	Q2837
579944	Q2838
143828	Q2839
730362	Q2840
730376	Q2841
482746	Q2842
933721	Q2843
90919	Q2844
614946	Q2845
583524	Q2846
583452	Q2847
950063	Q2848
1184706	Q2849
148189	Q2850
22912	Q2851
658929	Q2852
148250	Q2853
1187081	Q2854
1188142	Q2855
148184	Q2856
998129	Q2857
583526	Q2858
658934	Q2859
658932	Q2860
1184514	Q2861
741430	Q2862
148089	Q2863
396267	Q2864
661776	Q2865
21742	Q2866
1188089	Q2867
661723	Q2868
509296	Q2869
1187076	Q2870
505872	Q2871
593188	Q2872
661774	Q2873
583456	Q2874
661769	Q2875
509311	Q2876
1187078	Q2877
225530	Q2878
11239	Q2879
713154	Q2880
509301	Q2881
148179	Q2882
1194884	Q2883
716532	Q2884
1188087	Q2885
661779	Q2886
1186935	Q2887
148196	Q2888
148191	Q2889
1230280	Q2890
659258	Q2891
593186	Q2892
1232247	Q2893
1187545	Q2894
661772	Q2895
661721	Q2896
661781	Q2897
596785	Q2898
631749	Q2899
631747	Q2900
1091302	Q2901
1091303	Q2902
1091301	Q2903
1091298	Q2904
1091305	Q2905
237808	Q2906
237794	Q2907
237799	Q2908
237871	Q2909
237806	Q2910
656301	Q2911
656261	Q2912
885146	Q2913
142378	Q2914
594258	Q2915
838906	Q2916
656709	Q2917
723571	Q2918
661565	Q2919
509314	Q2920
725581	Q2921
616399	Q2922
724039	Q2923
146715	Q2924
737177	Q2925
617322	Q2926
656245	Q2927
661568	Q2928
746012	Q2929
1073031	Q2930
616418	Q2931
509303	Q2932
656259	Q2933
616339	Q2934
509334	Q2935
646945	Q2936
617319	Q2937
595734	Q2938
661576	Q2939
666448	Q2940
656262	Q2941
509302	Q2942
661778	Q2943
509313	Q2944
661563	Q2945
595737	Q2946
661771	Q2947
661720	Q2948
666454	Q2949
646948	Q2950
1251015	Q2951
302204	Q2952
661590	Q2953
302447	Q2954
595638	Q2955
302282	Q2956
302278	Q2957
376634	Q2958
302419	Q2959
302392	Q2960
134093	Q2961
302032	Q2962
302408	Q2963
302150	Q2964
735051	Q2965
894894	Q2966
302255	Q2967
301950	Q2968
302125	Q2969
301951	Q2970
302187	Q2971
520948	Q2972
723445	Q2973
302403	Q2974
302398	Q2975
302141	Q2976
301080	Q2977
302248	Q2978
302430	Q2979
302152	Q2980
679532	Q2981
301079	Q2982
849444	Q2983
302099	Q2984
726316	Q2985
302268	Q2986
302261	Q2987
302462	Q2988
546976	Q2989
675637	Q2990
676001	Q2991
301183	Q2992
655349	Q2993
646888	Q2994
301205	Q2995
1109158	Q2996
656244	Q2997
675340	Q2998
1109152	Q2999
675337	Q3000
656242	Q3001
1109157	Q3002
675595	Q3003
675336	Q3004
666623	Q3005
646829	Q3006
656253	Q3007
301193	Q3008
656313	Q3009
596735	Q3010
1259830	Q3011
644242	Q3012
435539	Q3013
582481	Q3014
1212995	Q3015
647673	Q3016
479011	Q3017
713640	Q3018
647567	Q3019
644225	Q3020
648635	Q3021
656249	Q3022
648627	Q3023
142451	Q3024
647671	Q3025
943065	Q3026
585540	Q3027
883578	Q3028
656320	Q3029
647947	Q3030
587587	Q3031
322256	Q3032
645628	Q3033
647149	Q3034
647758	Q3035
753172	Q3036
656255	Q3037
301195	Q3038
1262907	Q3039
1099059	Q3040
1263880	Q3041
1013381	Q3042
286018	Q3043
1232847	Q3044
580043	Q3045
580041	Q3046
1234864	Q3047
1234871	Q3048
1248523	Q3049
1248522	Q3050
1248521	Q3051
1248528	Q3052
1248525	Q3053
1248526	Q3054
1232944	Q3055
669529	Q3056
669525	Q3057
145585	Q3058
64113	Q3059
64244	Q3060
64245	Q3061
64116	Q3062
335188	Q3063
335189	Q3064
335187	Q3065
702270	Q3066
335190	Q3067
226118	Q3068
143385	Q3069
226131	Q3070
226141	Q3071
226217	Q3072
564814	Q3073
143383	Q3074
226143	Q3075
726310	Q3076
18512	Q3077
58604	Q3078
18511	Q3079
44295	Q3080
56112	Q3081
724213	Q3082
18513	Q3083
622333	Q3084
701919	Q3085
18515	Q3086
642638	Q3087
27674	Q3088
18516	Q3089
329450	Q3090
1184549	Q3091
1091293	Q3092
1091294	Q3093
733917	Q3094
1091252	Q3095
1091295	Q3096
1091296	Q3097
221379	Q3098
1091307	Q3099
1091309	Q3100
1091311	Q3101
204467	Q3102
754320	Q3103
1197241	Q3104
754261	Q3105
1055650	Q3106
144011	Q3107
907112	Q3108
218954	Q3109
219183	Q3110
225363	Q3111
218831	Q3112
219287	Q3113
1025854	Q3114
1112038	Q3115
1197280	Q3116
1091314	Q3117
1197288	Q3118
1091313	Q3119
1249082	Q3120
1065476	Q3121
1249081	Q3122
63143	Q3123
728059	Q3124
225532	Q3125
11143	Q3126
990065	Q3127
618951	Q3128
12786	Q3129
906346	Q3130
1275528	Q3131
1204602	Q3132
162321	Q3133
144017	Q3134
1109599	Q3135
1109535	Q3136
1185782	Q3137
240467	Q3138
955112	Q3139
399037	Q3140
1048020	Q3141
1182688	Q3142
894525	Q3143
668472	Q3144
669146	Q3145
1210976	Q3146
1096583	Q3147
945413	Q3148
1076420	Q3149
342060	Q3150
1265307	Q3151
1262543	Q3152
1251704	Q3153
366958	Q3154
932988	Q3155
373989	Q3156
652038	Q3157
366953	Q3158
366957	Q3159
116973	Q3160
116972	Q3161
117798	Q3162
117746	Q3163
116975	Q3164
1085552	Q3165
908669	Q3166
342239	Q3167
339650	Q3168
670792	Q3169
715443	Q3170
1111393	Q3171
230088	Q3172
670771	Q3173
676284	Q3174
676316	Q3175
675744	Q3176
746987	Q3177
297855	Q3178
618931	Q3179
632615	Q3180
898090	Q3181
742555	Q3182
368375	Q3183
741413	Q3184
58697	Q3185
980888	Q3186
754092	Q3187
363339	Q3188
618943	Q3189
576640	Q3190
34091	Q3191
695314	Q3192
754088	Q3193
342083	Q3194
618945	Q3195
302095	Q3196
337869	Q3197
585837	Q3198
618949	Q3199
645600	Q3200
726102	Q3201
103977	Q3202
1256415	Q3203
742551	Q3204
579661	Q3205
144138	Q3206
742977	Q3207
144140	Q3208
230784	Q3209
1052184	Q3210
296420	Q3211
242881	Q3212
854551	Q3213
242159	Q3214
368489	Q3215
1226941	Q3216
118534	Q3217
237453	Q3218
118495	Q3219
634201	Q3220
297646	Q3221
297624	Q3222
368433	Q3223
1097843	Q3224
744827	Q3225
993988	Q3226
1097844	Q3227
365081	Q3228
117364	Q3229
365082	Q3230
117797	Q3231
149820	Q3232
328004	Q3233
118526	Q3234
241384	Q3235
241382	Q3236
1212816	Q3237
632477	Q3238
237451	Q3239
237448	Q3240
1050689	Q3241
1050597	Q3242
1229580	Q3243
587099	Q3244
639968	Q3245
1139063	Q3246
643825	Q3247
643788	Q3248
1023665	Q3249
337860	Q3250
548107	Q3251
292412	Q3252
290252	Q3253
288203	Q3254
1112800	Q3255
290740	Q3256
290738	Q3257
673902	Q3258
974491	Q3259
1112786	Q3260
670477	Q3261
1112265	Q3262
1178678	Q3263
366964	Q3264
366965	Q3265
366966	Q3266
1082427	Q3267
1085119	Q3268
1085570	Q3269
1046362	Q3270
295896	Q3271
226881	Q3272
226879	Q3273
366962	Q3274
366967	Q3275
722669	Q3276
1181043	Q3277
849884	Q3278
849883	Q3279
849885	Q3280
1214285	Q3281
878760	Q3282
398739	Q3283
1222157	Q3284
891286	Q3285
727430	Q3286
722435	Q3287
843782	Q3288
1215872	Q3289
512204	Q3290
721070	Q3291
596154	Q3292
730725	Q3293
895360	Q3294
1205433	Q3295
842834	Q3296
901919	Q3297
596647	Q3298
711789	Q3299
960306	Q3300
661697	Q3301
854979	Q3302
854978	Q3303
848959	Q3304
621680	Q3305
878759	Q3306
713233	Q3307
582665	Q3308
1008530	Q3309
595173	Q3310
852033	Q3311
943566	Q3312
848957	Q3313
928752	Q3314
596017	Q3315
582819	Q3316
398738	Q3317
598425	Q3318
582614	Q3319
839466	Q3320
621630	Q3321
598356	Q3322
893954	Q3323
596648	Q3324
902023	Q3325
852034	Q3326
617275	Q3327
900549	Q3328
752311	Q3329
513731	Q3330
926882	Q3331
675313	Q3332
722434	Q3333
891303	Q3334
582848	Q3335
582644	Q3336
968060	Q3337
900681	Q3338
